date,open,high,low,close,volume
2010-01-04,23.7866648149641,23.8969068942102,23.676424431737,23.727305,53443800
2010-01-05,23.6933854275752,23.888426757565,23.6170637273051,23.820586,54405600
2010-01-06,23.6594640535714,23.7527450946429,23.5492228232143,23.744265,58998700
2010-01-07,23.7781864593905,24.4650732841777,23.6255447543245,24.439633,88026300
2010-01-08,24.2869905310115,24.3717923265734,23.9562676835664,24.253071,73762000
2010-01-11,23.9647482276665,24.083469556466,23.7781869875625,23.930827,57573600
2010-01-12,23.9138678521408,23.956267477543,23.7866647358872,23.837547,50298900
2010-01-13,23.8460276166969,24.2445912274813,23.8036262943477,24.21067,52631100
2010-01-14,24.0241074737812,24.0749871922535,23.7527444525454,23.905387,67077600
2010-01-15,23.8121057657988,24.0665077571675,23.6679441568178,23.998667,62688400
2010-01-19,23.8799462721563,24.371791756455,23.8629852350331,24.303951,53322700
2010-01-20,24.1343489052167,24.3209118384584,23.9732279523438,24.142829,50005900
2010-01-21,24.1682704232804,24.2106700496977,23.8545060645126,24.041069,58613600
2010-01-22,24.0834696074233,24.1089098922198,23.761226,23.761226,58080300
2010-01-25,23.7612254376753,24.2191497051671,23.7357851534808,24.066508,52047800
2010-01-26,23.8629853712177,24.12587,23.8460268780261,24.12587,42436600
2010-01-27,24.1767495987926,24.5837941378112,24.1682695042297,24.405713,74628800
2010-01-28,24.3802720166168,24.9823578862351,24.1597895566405,24.482034,146938600
2010-01-29,24.5074738990991,24.5329141834234,23.2778610047662,23.532263,141249400
2010-02-01,23.54922237793,23.6594636062027,23.2524190710422,23.515302,65029000
2010-02-02,23.5746623531338,23.7951448147272,23.413542250296,23.735785,62810700
2010-02-03,23.684904057448,23.837546607224,23.6425027367256,23.693385,45824000
2010-02-04,23.7188231726054,23.7188231726054,23.3541808096731,23.447461,60340100
2010-02-05,23.4898631850638,23.6085836629456,23.3287405376305,23.549223,40412200
2010-02-08,23.5746625145911,24.032588478277,23.5661841158753,23.913868,68980900
2010-02-09,23.8290654515889,24.0325877187911,23.7866641312457,23.981708,34904200
