date,open,high,low,close,volume
2010-01-04,23.1127976483259,23.4697184540786,22.9735114802272,23.304317,64731500
2010-01-05,23.3478426678832,23.913691824717,23.3130219982757,23.852755,80516100
2010-01-06,23.8353445651551,24.1400339273844,23.7569978369403,24.096507,56081400
2010-01-07,23.9659266515444,24.5404820825456,23.9659266515444,24.470839,99455500
2010-01-08,24.4186050757484,24.4621328731074,24.1313273587333,24.148739,59706800
2010-01-11,24.31414146875,24.5056599479167,24.15744453125,24.235793,60014400
2010-01-12,23.878872688271,24.3576688960198,23.826641245237,24.131328,65582400
2010-01-13,24.2619098608957,24.3924897707143,24.0703905125,24.375079,49370800
2010-01-14,24.3141416644248,24.592714,24.1922671381492,24.592714,60196100
2010-01-15,24.7232943949045,24.9409290286624,24.5230705318471,24.601419,72395300
2010-01-19,24.6449442098724,24.7232935458732,24.348961118126,24.575302,64860600
2010-01-20,24.5143646701862,24.7581163257976,24.4011955333694,24.479544,74053500
2010-01-21,25.0889205745177,25.8898160265842,25.0279828770778,25.863699,165902900
2010-01-22,25.72441219707,26.0726293434615,25.5503053649512,25.88111,76078100
2010-01-25,25.6547701407089,25.7418248660532,25.4023148323108,25.541601,51703300
2010-01-26,25.3065559755262,25.811468341051,25.3065559755262,25.733119,59231700
2010-01-27,25.7766471101996,25.8549955790131,25.5938331457627,25.680887,49102800
2010-01-28,25.6373603453931,25.7070034271584,25.393608688676,25.445841,44187700
2010-01-29,25.2194996158006,25.7853513850488,25.097625095656,25.776646,51114800
2010-02-01,25.8201721354496,25.8549945462922,25.4458405771812,25.707003,50572400
2010-02-02,25.9333438873784,26.1596821659179,25.9072268607302,26.020396,67409900
2010-02-03,26.0291022027011,26.2641476072071,25.8636990104732,26.07263,52223300
2010-02-04,26.2380302769483,26.4643711640212,26.1945042212302,26.325085,41838500
2010-02-05,26.1509778377247,26.3076730292074,26.0900384006522,26.290264,28039700
2010-02-08,26.2467372899506,26.5427203970346,26.1596825643873,26.420845,39242400
2010-02-09,26.3424955923027,26.6994163851924,26.3076731809944,26.690711,49659100
2010-02-10,26.7081225310367,26.8125862857825,26.5340148222294,26.786471,50481600
2010-02-11,26.6732995229041,26.8125856868385,26.4295504770959,26.551425,44605300
2010-02-12,26.664594055557,26.7864703191629,26.4904872217135,26.621068,33319800
2010-02-16,26.5772545616529,26.6911687230693,26.1566451917355,26.507153,59644000
2010-02-17,26.5772543400085,26.6298296345402,26.314374362272,26.331898,43311300
2010-02-18,26.5597281227804,27.6463023213558,26.5509654276306,27.418474,94705100
2010-02-19,27.3396094010695,27.44476086528,27.1205420250695,27.383422,70036500
2010-02-22,27.3220830533689,27.6988798152365,27.2957949683271,27.549914,50829900
2010-02-23,27.5586773905004,27.760218504637,27.3220837428846,27.400948,49253200
2010-02-24,27.3396101800754,27.6813544201035,27.1643553980123,27.488576,35034700
2010-02-25,27.584964,27.6024893900889,27.3746593189326,27.584964,35575400
2010-02-26,27.3746603508772,27.602490430622,27.25198261563,27.47105,34568400
2010-03-01,27.5236251514394,27.9792852940293,27.4973361900205,27.92671,45230600
2010-03-02,27.9442335490613,28.0406240705734,27.6988798409828,27.812794,59323600
2010-03-03,27.9792860929301,28.382369200461,27.9091845305301,28.294744,77344100
2010-03-04,28.3122691136593,28.4261823989061,28.0406246857466,28.110728,47314200
2010-03-05,28.0493857238568,28.0844373811027,27.7076432381451,27.86537,45240000
2010-03-08,27.6375423616162,28.0231000856496,27.5937280080395,27.655066,51932900
2010-03-09,27.7514561790201,27.9705235628141,27.628779320365,27.900422,34340400
2010-03-10,28.0756767147997,28.2246407828771,27.9529981039049,28.049386,36747400
2010-03-11,28.1282498948508,28.1808278186933,27.9705231334792,28.031862,34628400
2010-03-12,28.01433538171,28.2158791217165,27.8828958313703,28.075676,34073600
2010-03-15,28.2509316044478,28.6452502669965,28.1720673461764,28.627724,48951700
2010-03-16,28.5050474328546,28.8117435262543,28.4699992798507,28.715353,41986900
2010-03-17,28.732878457571,28.8643171331258,28.5488627345093,28.785452,49068300
2010-03-18,28.8380303075479,28.8730819651089,28.4787597993104,28.566385,65626400
2010-03-19,28.5138106323624,28.5751494978487,28.1720664009221,28.215879,44789200
2010-03-22,28.1282498948508,28.1720668760151,27.8127946195686,28.031862,41566800
2010-03-23,28.0055725991301,28.1720664344569,27.8828957442808,27.96176,37928600
2010-03-24,27.874132912793,28.1194892578125,27.856609274707,28.040625,31749500
2010-03-25,28.1282502579734,28.1370155821124,27.7952687116886,28.049386,35912200
2010-03-26,28.2071153115181,28.5751502668801,28.1720671591055,28.557624,36758300
2010-03-29,28.6102017909769,28.6540143910297,28.3911344093656,28.496285,36274900
2010-03-30,28.4962848181511,28.6540142081743,28.075676324411,28.207115,41344800
2010-03-31,28.0932015815373,28.2071148661687,27.8741324498243,28.145776,37038500
2010-04-01,28.3911342380401,28.3998951807127,28.0756763341539,28.268453,31749400
2010-04-05,28.2334051328999,28.4437080675611,27.9968123597997,28.294744,35853600
2010-04-06,28.1808274157537,28.2071146247601,27.7426926611555,27.988049,42752100
2010-04-07,27.7426931625342,27.7689821245547,27.2081678759948,27.348371,49455900
2010-04-08,27.2957962690355,27.7164047734767,27.2081684384513,27.620016,50368600
2010-04-09,27.3571334658527,27.5148628553055,27.1380660864314,27.251982,31056400
2010-04-12,27.2169310284542,27.3308478211611,26.550966178242,26.699932,54131300
2010-04-13,26.6648815617792,26.7525093902728,26.4896276573311,26.59478,43014000
2010-04-14,26.7086942517753,27.1994060460565,26.6561180819884,27.146829,38304000
2010-04-15,27.0679645615093,27.3045582078727,26.918998743302,26.997863,39749200
2010-04-16,27.155592742278,27.3308475245964,26.9628134456242,27.234457,38124800
2010-04-19,27.400947308494,27.6988798152365,27.3396093196662,27.549914,34361500
2010-04-20,27.4097114854446,27.4359978185281,27.1994068004637,27.287032,40552900
2010-04-21,27.2782694668456,27.7602185823928,27.1117800094524,27.173118,54781200
2010-04-22,28.1720667353931,28.8205035494248,28.0844371548494,28.408656,106045000
2010-04-23,28.3122689607112,28.4787592926139,28.0669117434974,28.145776,61398200
2010-04-26,28.2246402838182,28.4962847105263,27.891658743421,27.970523,40871100
2010-04-27,27.970522661785,28.3210304645643,27.9267100627071,28.215879,62495500
2010-04-28,28.1457759426101,28.2421664655196,27.9705229158978,28.137015,40308100
2010-04-29,28.1457758554378,28.2334045591963,27.935471172511,28.023099,41419100
2010-04-30,28.023099219238,28.1370151329841,27.9705230480949,28.05815,35697200
2010-05-03,28.084437657591,28.3385566984415,27.9968124568263,28.049386,43832300
2010-05-04,27.9091843524901,27.9792859144429,27.7251668760942,27.86537,37385300
2010-05-05,27.9354714662997,27.9529977329975,27.6988804480579,27.83032,31501300
2010-05-06,27.5586765396007,27.6638280029051,27.094252830213,27.146829,57927200
2010-05-07,26.901474350984,27.0416774700705,26.7875584404568,26.85766,48641400
2010-05-10,26.7086946098361,26.9715763385646,26.4370510622951,26.72622,46328300
2010-05-11,26.4545782394035,27.0153898676853,26.3757131046814,26.954051,50309300
2010-05-12,27.0416782184946,27.1818804651919,26.6824077158922,26.936525,43839200
2010-05-13,26.8927122055378,27.6375412909037,26.8927122055378,27.304558,43459300
2010-05-14,27.0066267333768,27.1994069049527,26.8488973427657,26.883949,40528900
2010-05-17,27.0250713108,27.1661944031907,26.5928827223728,26.645803,61822800
2010-05-18,26.7340050437332,26.7428261190635,26.2312549070234,26.372378,60083700
2010-05-19,26.4517601047026,26.6458034782029,26.2047938065673,26.213614,48484000
2010-05-20,26.2753579551318,26.2929965785204,25.728505062863,25.816707,56205300
2010-05-21,25.6667624369748,26.2753566551286,25.6314807818462,26.240075,38787900
2010-05-24,26.1871555271806,26.3547374405613,26.0195709677419,26.248896,39504900
2010-05-25,25.8872677606572,25.9313687278815,25.261033144053,25.675584,65171000
